#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Event/decision/modifier definitions;;;;;;;;;;;;;x
###### Druidic rebirth;;;;;;;;;;;;;x
reinstate_celtic_rites;Reinstate Druidic Rite;;;;;;;;;;;;;x
reinstate_celtic_rites_desc;With the help of our court wizard, we could reinstate much of the old Druidic ways.;;;;;;;;;;;;;x
invite_bard_to_court;Invite a Bard to Court;;;;;;;;;;;;;x
invite_bard_to_court_desc;We could patronize one of the many bards wondering the realms and have them serve in our court.;;;;;;;;;;;;;x
celtic_ways;Druidic Rites;;;;;;;;;;;;;x
celtic_ways_desc;This character has taken up ancient Druidic traditions.;;;;;;;;;;;;;x
EVTDESCancrel.0000;A faint whisper draws your attention and you find a haggard old man in a dark corner of your castle. Before you have a chance to throw him out, he explains that he is a wizard. He claims to be powerful in the ways of the old gods, and he has come to offer you his services.;;;;;;;;;;;;;x
EVTOPTAancrel.0000;A man should keep eyes on all matters.;;;;;;;;;;;;;x
EVTOPTBancrel.0000;Strange man, begone!;;;;;;;;;;;;;x
begone_sorcerer;You send the pagan away.;Vous faites sortir cette mis�rable cr�ature.;Ihr schickt die elende Kreatur fort.;;Echas a la criatura miserable.;;;;;;;;;x
EVTDESCancrel.0005;Your vassal, [From.GetTitledFirstName], has refused to adopt the Druidic traditions you have instituted;;;;;;;;;;;;;x
EVTOPTAancrel.0005;The Fool;;;;;;;;;;;;;x
EVTDESCancrel.0006;Toc. Toc. Toc. \n\nThe sound of knocking on the doors wakes you up, as your eyes get used to the obscurity, the soft moonlight dripping into the room shines on the sturdy oak doors.;;;;;;;;;;;;;x
EVTOPTAancrel.0006;They are just shadows;;;;;;;;;;;;;x
EVTOPTBancrel.0006;Leave me alone, demons!!!;;;;;;;;;;;;;x
EVTDESCancrel.0007;You crack open the door, peeking into the shrouds of darkness on the other side. At first you see nothing, but then, hearing a weary sound from below, you lower your eyes to the strangest of sights, a group of little men, with unusually long ears holding what seems to be an old, dying man on a flat shield. \n\nBewildered, your hear the nearest elf asking entrance for them and their king.;;;;;;;;;;;;;x
EVTOPTAancrel.0007;I.. Uh.. Sure, come in..;;;;;;;;;;;;;x
EVTOPTBancrel.0007;AHHHH! Begone little devils!;;;;;;;;;;;;;x
EVTDESCancrel.0008;The peculiar procession makes its way inside your chambers and the elves transfer their king on your bed. After a long, silent night, the old elf lets out a faint whisper and finally stiffens forevermore. \n\nStricken with grief, the elves ask for your guidance.;;;;;;;;;;;;;x
EVTOPTAancrel.0008;Yes, I will be King of the Elves!;;;;;;;;;;;;;x
###### Head hunter ;;;;;;;;;;;;;x
head1;Headhunter;;;;;;;;;;;;;x
head1_desc;The heads of many men and heroes are bloody tokens of this character's valor in combat.;;;;;;;;;;;;;x
head2;Living Legend;;;;;;;;;;;;;x
head2_desc;The life of this warrior is legendary, his exploits match those of the mythic warriors of old.;;;;;;;;;;;;;x
EVTDESCancrel.0010;Your fallen enemy lies before you, he was a valiant foe and his head will make a great trophy to prove your valor to the gods. Grasping your blade firmly, you severe his head from the rest of his body.;;;;;;;;;;;;;x
EVTOPTAancrel.0010;For [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
EVTDESCancrel.0011;Some men say that you are 9 feet tall, shoot lightning from your eyes and wield a sword the size of a tree, one story even says that you fart huge fireballs from your arse. Now these are just stories, but they pay witness to the legend your life has become.;;;;;;;;;;;;;x
EVTOPTAancrel.0011;My legend will be greater than any other man's!;;;;;;;;;;;;;x
###### Druidic divination ;;;;;;;;;;;;;x
hold_divination;Hold a Divination;Tenir une divination;Haltet ein Bl�t ab;;Celebrar una Gran Mancha;;;;;;;;;x
hold_divination_desc;Hold a divination together with your vassals and offer sacrifice to the gods to divine our future. This can only be done every fifth year.;Tenez un grand bl�t accompagn� de vos vassaux et offrez des sacrifices aux dieux en remerciement pour les bonnes r�coltes et pour le succ�s sur le champ de bataille. Cela ne se fait qu'une fois � tous les neuf ans.;Haltet mit Euren Vasallen ein Bl�t ab und dankt den G�ttern f�r gute Ernten und Erfolge auf dem Schlachtfeld. Dies kann nur jedes neunte Jahr durchgef�hrt werden.;;Celebrar una gran mancha junto con tus vasallos y ofrecer sacrificios a los dioses por buenas cosechas y el �xito en el campo de batalla. Esto s�lo puede hacerse cada nueve a�os.;;;;;;;;;x
held_divination_modifier;Sacrificed to the Gods;Offert en sacrifice aux dieux;Den G�ttern geopfert;;Sacrificado a los Dioses;;;;;;;;;x
held_divination_timer;Recent divination;;;;;;;;;;;;;x
prepare_divination;You begin preparations for the divination.\n;Vous commencez les pr�paratifs pour le bl�t;Ihr beginnt Vorbereitungen f�r das Opfer.;;Empiezas la preparaci�n de la mancha.;;;;;;;;;x
divination_begins;The Druids ready their weapons.;Le bourreau pr�pare sa corde.\n;Der Henker bereitet das Seil vor.;;El verdugo prepara su cuerda.;;;;;;;;;x
divination_begin;The divination begins;Tenir une divination ;Haltet ein Bl�t ab;;Celebrar una Gran Mancha;;;;;;;;;x
opinion_refused_divination;Refused to Give Offering for divination;Refus de donner une offrande au bl�t;hat sich geweigert, ein Opfer f�r Bl�t darzubringen;;Se neg� a dar Ofrenda para la Mancha;;;;;;;;;x
EVTDESCancrel.0020;You have sent out summons to all of your vassals for the divination. Those that have been baptized or profess to follow the teachings of the Founders will have to offer gold to be exempted from this sacred ceremony.;Vous avez envoy� un avis de convocation � tous vos vassaux pour le bl�t. Ceux qui ont �t� baptis�s ou qui affirment suivre l'enseignement du proph�te devront offrir de l'or pour �tre exempt�s de ce festin majestueux.;Ihr habt all Eure Vasallen zum Bl�t zusammengerufen. Diejenigen, die getauft wurden oder den Lehren des Propheten folgen, m�ssen Gold anbieten, um von diesem gro�artigen Festschmaus fernbleiben zu k�nnen.;;Has enviado citaciones a todos tus vasallos para la mancha. Los que han sido bautizados o profesan seguir las ense�anzas del profeta tendr�n que ofrecer oro para quedar exentos de esta magn�fica fiesta.;;;;;;;;;x
EVTOPTAancrel.0020;I can hardly wait!;Je ne peux plus attendre !;Ich kann es kaum erwarten!;;�No puedo esperar!;;;;;;;;;x
EVTTOOLTIPancrel.0021;Summoned to Druidic divination.;Convoqu�(e) au bl�t;Zur Teilnahme am Bl�t gerufen.;;Convocado a mancha.;;;;;;;;;x
EVTTOOLTIPancrel.0022;Exempted from Druidic divination.;Exempt�(e) du bl�t;Vom Bl�t ausgeschlossen.;;Exentos de mancha.;;;;;;;;;x
EVTDESCancrel.0021;Your wise liege, [From.GetTitledFirstName], has summoned you and [From.GetHerHis] other vassals to a Druidic divination. There you will worship and give sacrifice to the gods before taking part in a ceremony where you learn the fate the gods have in stock.;Votre sage seigneur, [From.GetTitledFirstName], vous a convoqu�(e) vous et ses autres vassaux pour assister au bl�t. Vous y v�n�rerez les dieux et vous leur ferez des offrandes avant de prendre part � un grand festin o� vous boirez en leur nom.;Euer weiser Lehnsherr, [From.GetTitledFirstName], hat Euch und [From.GetHerHis] anderen Vasallen zu einem Bl�t herbeigeordert. Dort werdet Ihr den G�ttern huldigen und ihnen opfern, bevor Ihr an einem gewaltigen Festschmaus teilnehmt, wo Ihr auf ihren Namen ansto�en werdet.;;Tu sabio se�or, [From.GetTitledFirstName], te ha convocado a ti y a [From.GetHerHis] otros vasallos a una mancha. All� podr�s adorar y dar sacrificio a los dioses antes de tomar parte en una gran fiesta donde se bebe en su nombre.;;;;;;;;;x
EVTOPTAancrel.0021;I wouldn't miss it.;Je ne veux pas manquer �a.;Das will ich nicht verpassen.;;No me lo perder�a.;;;;;;;;;x
EVTDESCancrel.0022;Your liege, [From.GetTitledFirstName], remains trapped in [From.GetHerHis] heathen ways, and now [From.GetSheHe] has summoned all of [From.GetHerHis] vassals to a divination where [From.GetSheHe] intends to give sacrifice to [From.GetHerHis] pagan gods. Since you do not practise their heathen religion, you will be expected to contribute gold in order to be exempted from this ceremony.;Votre seigneur, [From.GetTitledFirstName], demeure prisonnier de ses m�urs pa�ennes et a convoqu� tous ses vassaux � assister au bl�t lors duquel [From.GetSheHe] compte faire des offrandes � ses dieux pa�ens. Puisque vous ne pratiquez pas la religion pa�enne, vous devrez donner de l'or pour �tre exempt� de cette c�r�monie.;Euer Lehnsherr, [From.GetTitledFirstName], ist weiterhin gefangen in [From.GetHerHis] ketzerischen Pfaden und [From.GetSheHe] hat nun all [From.GetHerHis] Vasallen zu einem Bl�t herbeigeordert, bei dem [From.GetSheHe] [From.GetHerHis] heidnischen G�ttern Opfergaben darbringen will. Da Ihr diese heidnische Religion nicht praktiziert, wird erwartet, dass Ihr Gold beisteuert, um euch von dieser Zeremonie freizukaufen.;;Tu se�or, [From.GetTitledFirstName], sigue atrapado en [From.GetHerHis] formas paganas, y ahora [From.GetSheHe] ha convocado a todos [From.GetHerHis] vasallos a una mancha donde [From.GetSheHe] tiene la intenci�n de dar sacrificio a [From.GetHerHis] dioses paganos. Dado que no practicas su religi�n pagana, se espera que contribuyas con oro con el fin de quedar exento de esta ceremonia.;;;;;;;;;x
EVTOPTAancrel.0022;I suppose I have no choice in the matter.;J'imagine que je n'ai pas la choix.;Da habe ich wohl keine andere Wahl.;;Supongo que no tengo otra opci�n.;;;;;;;;;x
EVTOPTBancrel.0022;As [This.Religion.GetRandomGodNameCap] is my witness, I shan't pay!;[This.Religion.GetRandomGodNameCap] m'en est t�moin, je ne paierai pas !;[This.Religion.GetRandomGodNameCap] sei mein Zeuge, ich werde nicht zahlen!;;Como [This.Religion.GetRandomGodNameCap] es mi testigo, �no pagar�!;;;;;;;;;x
EVTTOOLTIPancrel.0023;Your payment is received.;Votre paiement a �t� re�u.;Eure Zahlung wurde erhalten.;;Tu pago es recibido.;;;;;;;;;x
EVTDESCancrel.0023;[From.GetTitledFirstName], your vassal, is stubborn in [From.GetHerHis] ways and speaks only of the mercy of [From.Religion.GetRandomGodNameCap], but [From.GetSheHe] has wisely decided to offer you some gold to be exempted from the divination.;[From.GetTitledFirstName], votre vassal, est ent�t�(e) et ne r�pond qu'� la mis�ricorde de [From.Religion.GetRandomGodNameCap]. Cependant, [From.GetSheHe] a sagement d�cid� de vous offrir de l'or pour �tre lib�r�(e) de son obligation d'assister au bl�t.;[From.GetTitledFirstName], Euer Vasall, ist stur und spricht nur noch von der Gnade von [From.Religion.GetRandomGodNameCap], doch [From.GetSheHe] hat weise beschlossen, Euch etwas Gold anzubieten, um vom Bl�t fernbleiben zu k�nnen.;;[From.GetTitledFirstName], tu vasallo, es terco en [From.GetHerHis] modos y solo habla de la misericordia de [From.Religion.GetRandomGodNameCap], pero [From.GetSheHe] ha decidido sabiamente ofrecerte un poco de oro para quedar exento de la mancha.;;;;;;;;;x
EVTOPTAancrel.0023;As well [From.GetSheHe] should.;[From.GetSheHe] fait bien.;Das sollte [From.GetSheHe] auch.;;As� que [From.GetSheHe] deber�a.;;;;;;;;;x
EVTOPTAancrel.0025;Now for the human sacrifice...;Et maintenant, le sacrifice humain...;Und jetzt zum Menschenopfer...;;Ahora, para el sacrificio humano...;;;;;;;;;x
EVTTOOLTIPancrel.0056;Your refusal to pay is received.;Votre refus de payer a �t� re�u.;Eure Weigerung zu zahlen wurde erhalten.;;Se recibe tu negativa a pagar.;;;;;;;;;x
EVTDESCancrel.0056;Despite having sworn you fealty, [From.GetTitledFirstName] refuses to offer gold in order to be exempted from the festivities! According to [From.GetFirstName], [From.Religion.GetRandomGodName] would not forgive [From.GetHerHim] if [From.GetSheHe] contributed as much as a single copper to a heathen festival.;Malgr� son serment, [From.GetTitledFirstName] refuse de vous offrir de l'or afin d'�tre lib�r�(e) de son obligation � assister au bl�t ! Selon [From.GetFirstName], [From.Religion.GetRandomGodName] ne lui pardonnerait pas si [From.GetSheHe] donnait ne serait-ce qu'une seule pi�ce de cuivre � un 'festival pa�en'.;Trotz des Treueschwurs Euch gegen�ber weigert sich [From.GetTitledFirstName], Euch Gold anzubieten, um dem Bl�t fernbleiben zu k�nnen! Laut [From.GetFirstName] w�rde [From.Religion.GetRandomGodName] es [From.GetHerHim] nie verzeihen, wenn [From.GetSheHe] auch nur einen einzigen Kupferschilling zu einem "ketzerischen Fest" beitragen w�rde.;;A pesar de haberte jurado lealtad, �[From.GetTitledFirstName] se niega a ofrecer oro para quedar exento de la mancha!. Seg�n [From.GetFirstName], [From.Religion.GetRandomGodName] no perdonar� a [From.GetHerHim] si [From.GetSheHe] ha contribuido con un solo cobre para una fiesta pagana.;;;;;;;;;x
EVTOPTAancrel.0056;This insult will not be forgotten.;On n'oubliera pas cette insulte de sit�t.;Diese Beleidigung wird nicht vergessen werden.;;Este insulto no ser� olvidado.;;;;;;;;;x
EVTDESCancrel.0024;The guests have arrived, and the time has come for the divination to begin! You gather near the grove, and start by offering animals as sacrifice to the gods. While their meat is prepared for the feast that is to follow,the blood is sprinkled on the trees and the many representations of the gods, as well as on the worshippers themselves.;Les invit�s sont arriv�s et il est temps de commencer le bl�t ! Vous vous rassemblez devant le temple et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on pr�pare leur viande pour le festin qui doit suivre, on arrose de leur sang les statues d'Odin, de Thor, de Freyr et des autres dieux, ainsi que les adorateurs eux-m�mes.;Die G�ste sind angekommen und die Zeit f�r das Bl�t ist gekommen! Alle versammeln sich au�erhalb des Tempels und man beginnt mit den Tieropfern an die G�tter. W�hrend ihr Fleisch f�r den nachfolgenden Festschmaus vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen G�tter gespritzt und auch auf die Betenden selbst.;;Los invitados han llegado, y �ha llegado el momento de que la mancha comience! Te re�nes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Od�n, Thor, Freyr y los otros dioses, as� como a los mism�simos fieles.;;;;;;;;;x
EVTOPTAancrel.0024;Now for the human sacrifice...;Et maintenant, le sacrifice humain...;Und jetzt zum Menschenopfer...;;Ahora, para el sacrificio humano...;;;;;;;;;x
EVTDESCancrel.0025;The time has come for the divination held by [From.GetTitledFirstName] to begin! You gather near the grove,and start by offering animals as sacrifice to the gods. While their meat is prepared for the feast that is to follow, the blood is sprinkled on the trees and the many representations of the gods, as well as on the worshippers themselves.;Il est temps de commencer le bl�t tenu par [From.GetTitledFirstName] ! Vous vous rassemblez devant le temple et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on pr�pare leur viande pour le festin qui doit suivre, on arrose de leur sang les statues d'Odin, de Thor, de Freyr et des autres dieux, ainsi que les adorateurs eux-m�mes.;Die Zeit f�r das von [From.GetTitledFirstName] veranstaltete Bl�t ist gekommen! Alle versammeln sich au�erhalb des Tempels und man beginnt mit den Tieropfern an die G�tter. W�hrend ihr Fleisch f�r den nachfolgenden Festschmaus vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen G�tter gespritzt und auch auf die Betenden selbst.;;�Ha llegado el momento de empezar la mancha celebrada por [From.GetTitledFirstName]!. Te re�nes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Od�n, Thor, Freyr y los otros dioses, as� como a los mism�simos fieles.;;;;;;;;;x
EVTDESCancrel.0026;Although you have been told little, the noise from outside your dungeon is enough to make it clear that your captor, [Root.Host.GetTitledFirstName] is holding a divination where [Root.Host.GetSheHe] will offer sacrifice to divine the future and worship the gods. Guards burst inside your cell and drag you away to the local grove...;M�me si on ne vous en a pas dit beaucoup, le bruit provenant de l'ext�rieur de votre cachot suffit � confirmer que [Root.Host.GetTitledFirstName], votre ravisseur, pr�pare un bl�t au cours duquel des offrandes seront sacrifi�es aux dieux qu'il v�n�re. Des gardes surgissent dans votre cellule et vous tra�nent jusqu'� la potence devant le temple local...;Auch wenn Euch keiner wirklich irgendetwas erz�hlt hat, so lassen die Ger�usche au�erhalb Eures Verlieses darauf schlie�en, dass Euer Kidnapper [Root.Host.GetTitledFirstName] ein Bl�t abh�lt, um [Root.Host.GetHerHis] G�ttern zu huldigen. Wachen platzen in Eure Zelle und zerren euch hinaus durch die Tunnel, in Richtung des Tempels...;;Aunque poco te han dicho, el ruido fuera de tu mazmorra es suficiente para dejar claro que tu captor, [Root.Host.GetTitledFirstName] est� celebrando una mancha donde [Root.Host.GetSheHe] ofrecer� sacrificio en la adoraci�n de [Root.Host.GetHerHis] dioses. Los guardias irrumpen en el interior de tu celda y te arrastran a la horca fuera del templo local...;;;;;;;;;x
EVTOPTAancrel.0026;No! Not like this!;Non ! Pas comme �a !;Nein! Nicht so!;;�No! �As� no!;;;;;;;;;x
EVTDESCancrel.0030;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. A druid walks around [From.GetHerHis] while another talks of the gods. A small yellow pool forms at [From.GetFirstName]'s feet.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au temple. On lui passe la corde autour du cou, attach�e � la branche solide d'un ch�ne � proximit�. Une petite flaque jaun�tre se forme � ses pieds.;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Eine Schlinge wird um [From.GetHerHis] Hals gelegt und das Seil an einem stabilen Ast einer Eiche befestigt. Eine kleine gelbliche Pf�tze bildet sich unter [From.GetFirstName]s F��en.;;[From.GetTitledFirstName] es tra�do de tu mazmorra y escoltado al templo. Se coloca una soga alrededor de [From.GetHerHis] cuello y la cuerda se lanza sobre una gruesa rama de un roble cercano. Se forma una peque�a piscina de color amarillo a los pies de [From.GetFirstName].;;;;;;;;;x
EVTOPTAancrel.0030;[This.Religion.GetRandomGodNameCap], we offer you this sacrifice...;P�re de tous, nous t'offrons ce sacrifice...;Allvater, wir bieten dir dieses Opfer an...;;Padre de Todos, te ofrecemos este sacrificio...;;;;;;;;;x
EVTOPTBancrel.0030;No, I have changed my mind.;Non, j'ai chang� d'avis.;Nein, ich habe meine Meinung ge�ndert.;;No, he cambiado de opini�n.;;;;;;;;;x
EVTDESCancrel.0031;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. As the druid paints [From.GetHerHis] face, [From.GetSheHe] steadies [From.GetHerselfHimself] and murmurs several passages that you recognize as being from the Christian holy book.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au temple. Pendant qu'on lui passe la corde autour du cou, [From.GetSheHe] se tient fermement et murmure plusieurs passages que vous reconnaissez comme provenant du livre saint des chr�tiens.;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Als eine Schlinge um [From.GetHerHis] Hals gelegt wird, bleibt [From.GetSheHe] standfest und murmelt zahlreiche Passagen, die Ihr als Passagen aus dem christlichen Heiligen Buch erkennt.;;[From.GetTitledFirstName] es tra�do de tu mazmorra y escoltado al templo. Mientras le ponen la soga alrededor de [From.GetHerHis] cuello, [From.GetSheHe] se estabiliza a [From.GetHerselfHimself] y murmura varios pasajes que reconoces son del libro sagrado Cristiano.;;;;;;;;;x
EVTOPTAancrel.0031;Where is your Blessed Virgin now, [From.GetFirstName]?;Elle est o�, maintenant, votre Sainte Vierge, [From.GetFirstName] ?;Wo ist Eure Heilige Jungfrau jetzt, [From.GetFirstName]?;;�D�nde est� tu Sant�sima Virgen ahora, [From.GetFirstName]?;;;;;;;;;x
EVTOPTBancrel.0031;No, perhaps this is a bad idea...;Non, ce n'est peut-�tre pas une bonne id�e...;Nein, das ist vielleicht eine schlechte Idee...;;No, tal vez esto es una mala idea...;;;;;;;;;x
EVTDESCancrel.0032;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. A druid starts taunting [From.GetHerHis] with a branch of oak while [From.GetSheHe] murmurs a passage with closed eyes from the [From.Religion.GetName] holy book.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au temple. Pendant qu'on lui passe la corde autour du cou, [From.GetSheHe], les yeux clos, murmure un passage du livre saint de Mahomet.;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Eure Wachen befestigen eine Schlinge um [From.GetHerHis] Hals, w�hrend [From.GetSheHe] mit geschlossenen Augen eine Passage aus dem mohammedanischen Heiligen Buch murmelt.;;[From.GetTitledFirstName] es tra�do de tu mazmorra y escoltado al templo. Tus guardias le ponen la soga alrededor de [From.GetHerHis] cuello mientras [From.GetSheHe] murmura con los ojos cerrados un pasaje del libro sagrado Mahometano.;;;;;;;;;x
EVTOPTAancrel.0032;Soon you shall meet [From.Religion.GetHighGodName], friend.;Bient�t, l'ami, vous rejoindrez votre proph�te.;Schon bald werdet Ihr Eurem Propheten gegen�berstehen, Freund.;;Pronto conocer�s a tu Profeta, amigo.;;;;;;;;;x
EVTOPTBancrel.0032;No, perhaps this is a bad idea...;Non, ce n'est peut-�tre pas une bonne id�e...;Nein, das ist vielleicht eine schlechte Idee...;;No, tal vez esto es una mala idea...;;;;;;;;;x
EVTDESCancrel.0033;Your brother, [From.GetTitledFirstName], is brought up from his dungeon and escorted to the grove. As he is forced to his knees, he looks at you with pleading eyes. Don't do this, [Root.GetFirstName]. There has to be some other way...;Votre fr�re [From.GetTitledFirstName] est escort� depuis les cachots jusqu'au temple. Pendant qu'on lui passe la corde autour du cou, il vous fixe d'un regard suppliant comme s'il disait : 'Ne fais pas �a, [Root.GetFirstName]. Il doit bien y avoir une autre solution...';Euer Bruder, [From.GetTitledFirstName], wird aus Eurem Verlies geholt und zum Tempel eskortiert. Als eine Schlinge um seinen Hals gelegt wird, blickt er Euch aus flehenden Augen an. "Tut das nicht, [Root.GetFirstName]. Es muss einen anderen Weg geben...";;Tu hermano, [From.GetTitledFirstName], es tra�do desde su mazmorra y escoltado al templo. Mientras le ponen la soga al cuello, te mira con ojos suplicantes. No hagas esto, [Root.GetFirstName]. Tiene que haber otra manera...;;;;;;;;;x
EVTOPTAancrel.0033;I'm afraid not. Do it, men.;J'ai bien peur que non. Soldats, poursuivez.;Ich f�rchte nicht. Macht weiter, M�nner.;;Me temo que no. Hacedlo, hombres.;;;;;;;;;x
EVTOPTBancrel.0033;No, I can't do this to my own brother...;Non, je ne peux pas faire �a � mon propre fr�re...;Nein, ich kann das meinem eigenen Bruder nicht antun.;;No, no puedo hacer esto a mi propio hermano...;;;;;;;;;x
EVTDESCancrel.0034;Your sister, [From.GetTitledFirstName], is dragged up from her dungeon and escorted to the grove. She looks up at you with tears streaming down her face as your druids force her to her knees. Please, [Root.GetFirstName], she says with a trembling voice. Don't let them do this.;Votre s�ur [From.GetTitledFirstName] est escort�e depuis les cachots jusqu'au temple. Le visage en larmes, elle vous regarde pendant que les gardes lui passent la corde autour du cou et elle prononce d'une voix tremblotante : 'Je t'en supplie, [Root.GetFirstName]. Ne les laisse pas faire �a.';Eure Schwester, [From.GetTitledFirstName], wird aus Eurem Verlies geholt und zum Tempel eskortiert. Sie blickt Euch aus tr�nen�berstr�mtem Gesicht an, als die Wachen die Schlinge um ihren Hals legen. "Bitte, [Root.GetFirstName]," sagt sie mit zitternder Stimme. "Bitte lasst das nicht zu.";;Tu hermana, [From.GetTitledFirstName], es arrastrada desde su mazmorra y escoltada al templo. Te mira con l�grimas en su rostro mientras tus guardias le ponen la soga alrededor del cuello. Por favor, [Root.GetFirstName], dice con voz temblorosa. No dejes que lo hagan.;;;;;;;;;x
EVTOPTAancrel.0034;There can be no turning back now. I'm sorry.;On ne peut plus revenir en arri�re. Je suis d�sol�.;Es gibt keinen Weg zur�ck. Es tut mir leid.;;No puede haber vuelta atr�s. Lo siento.;;;;;;;;;x
EVTOPTBancrel.0034;No... not my own sister...;Non... pas ma propre s�ur...;Nein... nicht meine eigene Schwester...;;No... no a mi propia hermana...;;;;;;;;;x
EVTDESCancrel.0035;The druids drag your father, [From.GetTitledFirstName], from his dungeon and escort him to the grove where they sprinkle him with blood. My [Root.GetSonDaughter], he croaks while looking at you. Can't you find it in your heart to forgive me?;Les gardes escortent votre p�re, [From.GetTitledFirstName], depuis les cachots jusqu'au temple o� ils lui passent la corde autour du cou. 'Mon enfant, ne pourrez-vous donc pas trouver dans votre c�ur la possibilit� de me pardonner ?';Die Wachen zerren Euren Vater, [From.GetTitledFirstName], aus Eurem Verlies und eskortieren ihn zum Tempel, wo sie die Schlinge um seinen Hals legen. "[Root.GetSonDaughter]," kr�chzt er leise und blickt Euch an. "K�nnt Ihr es nicht in Eurem Herzen finden, mir zu vergeben?";;Los guardias arrastran a tu padre, [From.GetTitledFirstName], desde su mazmorra y le escoltan hasta el templo donde le ponen la soga al cuello. Mi [Root.GetSonDaughter], grazna mientras te mira. �No puedes encontrar en tu coraz�n mi perd�n?;;;;;;;;;x
EVTOPTAancrel.0035;No.;Non.;Nein.;;No.;;;;;;;;;x
EVTOPTBancrel.0035;I can't do this to my own father...;Je ne peux pas faire �a � mon propre pr�re...;Ich kann das meinem eigenen Vater nicht antun...;;No le puedo hacer esto a mi propio padre.;;;;;;;;;x
